lead_id,company_size,industry,website_visits,pages_viewed,time_on_site_seconds,email_opens,email_clicks,form_submissions,content_downloads,webinar_attendance,days_since_first_touch,lead_source,actual_converted,predicted_probability,predicted_class
LEAD_5861,Small,Retail,15,11,1204,10,7,1,4,2,155,Referral,1,0.7031,1
LEAD_5862,Small,Education,13,3,144,11,10,2,6,0,80,Event,1,0.5616,1
LEAD_5863,Large,Education,42,20,648,2,2,3,7,2,138,Social Media,1,0.8349,1
LEAD_5864,Enterprise,Healthcare,30,30,123,5,5,0,1,3,141,Referral,0,0.7837,1
LEAD_5865,Enterprise,Manufacturing,42,29,619,12,8,0,5,2,166,Event,0,0.5446,1
LEAD_5866,Small,Healthcare,16,2,670,6,6,4,6,1,123,Social Media,0,0.6247,1
LEAD_5867,Medium,Education,37,3,1403,9,6,4,6,2,20,Social Media,1,0.99,1
LEAD_5868,Small,Education,34,28,1319,13,9,5,4,1,167,Referral,1,0.4813,0
LEAD_5869,Large,Education,21,6,1708,8,0,5,0,1,162,Event,1,0.6236,1
LEAD_5870,Large,Retail,27,17,1121,7,3,2,1,3,102,Paid Ad,1,0.85,1
LEAD_5871,Enterprise,Finance,30,17,1122,13,8,5,6,3,28,Website,1,0.7616,1
LEAD_5872,Medium,Finance,1,20,1367,4,3,1,6,3,122,Paid Ad,1,0.6557,1
LEAD_5873,Enterprise,Finance,15,6,469,5,5,5,0,3,87,Social Media,1,0.7923,1
LEAD_5874,Small,Manufacturing,23,11,995,14,4,2,7,3,179,Website,1,0.6024,1
LEAD_5875,Enterprise,Manufacturing,12,28,185,0,0,5,8,1,16,Event,1,0.8607,1
LEAD_5876,Small,Technology,20,20,853,15,10,5,0,1,112,Referral,0,0.4414,0
LEAD_5877,Medium,Finance,29,28,1340,1,0,5,2,3,24,Event,1,0.8673,1
LEAD_5878,Medium,Finance,40,11,155,12,10,2,6,0,8,Website,1,0.5478,1
LEAD_5879,Enterprise,Retail,1,16,396,12,5,4,3,0,151,Event,1,0.4382,0
LEAD_5880,Small,Retail,24,1,1682,15,6,2,6,3,62,Website,1,0.5492,1
LEAD_5881,Enterprise,Technology,19,12,379,5,4,0,4,0,166,Event,0,0.1721,0
LEAD_5882,Medium,Manufacturing,2,10,116,1,1,5,4,2,27,Paid Ad,0,0.7034,1
LEAD_5883,Medium,Healthcare,4,18,1605,6,6,5,0,0,101,Social Media,0,0.5932,1
LEAD_5884,Medium,Finance,47,27,1775,7,7,4,2,0,104,Social Media,0,0.6758,1
LEAD_5885,Enterprise,Manufacturing,32,5,1253,1,0,3,4,1,173,Event,0,0.3774,0
LEAD_5886,Medium,Manufacturing,10,8,1244,13,3,4,1,3,61,Social Media,1,0.7235,1
LEAD_5887,Enterprise,Technology,21,5,1009,12,8,1,7,1,85,Paid Ad,1,0.99,1
LEAD_5888,Enterprise,Manufacturing,7,10,1632,4,4,2,4,1,84,Social Media,0,0.4874,0
LEAD_5889,Medium,Education,34,30,1674,10,10,1,3,3,103,Referral,1,0.8471,1
LEAD_5890,Large,Technology,36,8,570,3,3,4,5,1,150,Event,1,0.9685,1
LEAD_5891,Medium,Retail,47,17,357,3,3,4,5,0,120,Event,1,0.4476,0
LEAD_5892,Large,Retail,18,5,1200,1,1,3,8,2,167,Event,0,0.6067,1
LEAD_5893,Medium,Manufacturing,22,30,395,9,9,3,7,1,97,Referral,1,0.7026,1
LEAD_5894,Medium,Manufacturing,1,11,123,7,3,2,0,2,43,Referral,0,0.5762,1
LEAD_5895,Enterprise,Manufacturing,13,11,278,2,2,0,3,2,145,Event,0,0.869,1
LEAD_5896,Enterprise,Finance,33,18,741,12,8,2,3,0,155,Event,1,0.4853,0
LEAD_5897,Enterprise,Education,20,24,1692,5,5,1,7,3,137,Website,1,0.99,1
LEAD_5898,Medium,Technology,18,8,668,4,0,2,2,2,158,Social Media,0,0.2765,0
LEAD_5899,Enterprise,Retail,34,9,1402,8,8,0,0,0,97,Referral,0,0.3704,0
LEAD_5900,Medium,Manufacturing,25,19,1174,6,1,5,4,2,98,Social Media,1,0.6804,1
LEAD_5901,Medium,Education,23,4,1325,12,4,5,6,2,58,Social Media,0,0.8156,1
LEAD_5902,Large,Education,17,1,655,14,7,5,5,0,93,Referral,1,0.8926,1
LEAD_5903,Large,Finance,23,8,1605,1,1,0,6,3,50,Paid Ad,1,0.9732,1
LEAD_5904,Enterprise,Retail,48,16,1664,7,7,0,1,1,180,Referral,1,0.3546,0
LEAD_5905,Small,Technology,4,7,1310,9,9,0,2,1,85,Social Media,0,0.3718,0
LEAD_5906,Enterprise,Finance,9,7,1339,11,10,1,0,1,57,Social Media,1,0.5863,1
LEAD_5907,Small,Retail,27,25,197,4,4,5,8,0,29,Social Media,1,0.5426,1
LEAD_5908,Medium,Education,10,18,1555,6,2,2,5,3,167,Paid Ad,1,0.5961,1
LEAD_5909,Medium,Healthcare,35,8,795,8,1,0,3,1,112,Social Media,0,0.3498,0
LEAD_5910,Enterprise,Education,27,4,285,7,0,0,4,2,77,Social Media,1,0.8298,1
LEAD_5911,Enterprise,Manufacturing,40,30,72,13,3,3,6,3,18,Social Media,1,0.8733,1
LEAD_5912,Small,Retail,21,19,499,14,9,1,0,0,55,Website,0,0.2733,0
LEAD_5913,Small,Healthcare,46,26,971,3,3,4,4,1,145,Event,0,0.5295,1
LEAD_5914,Enterprise,Manufacturing,28,25,997,9,9,4,4,3,85,Website,1,0.8148,1
LEAD_5915,Enterprise,Healthcare,19,22,1642,0,0,3,5,3,2,Social Media,1,0.6587,1
LEAD_5916,Large,Finance,30,16,1623,3,3,0,5,3,110,Website,1,0.9853,1
LEAD_5917,Large,Education,24,4,458,6,4,0,2,1,178,Referral,0,0.4204,0
LEAD_5918,Enterprise,Education,32,16,1390,8,7,2,6,3,61,Website,1,0.7269,1
LEAD_5919,Small,Finance,50,5,94,12,6,1,1,3,176,Referral,1,0.4914,0
LEAD_5920,Small,Healthcare,46,10,287,8,1,3,6,0,125,Social Media,0,0.8141,1
LEAD_5921,Large,Healthcare,13,25,615,10,7,2,6,1,76,Paid Ad,1,0.7079,1
LEAD_5922,Medium,Healthcare,34,9,1337,7,3,1,3,3,38,Social Media,1,0.8504,1
LEAD_5923,Small,Technology,2,27,232,0,0,1,8,3,167,Event,1,0.5318,1
LEAD_5924,Enterprise,Finance,14,6,1465,4,0,5,6,1,164,Referral,1,0.99,1
LEAD_5925,Large,Technology,1,8,1653,8,5,2,5,0,28,Paid Ad,1,0.76,1
LEAD_5926,Medium,Technology,2,6,305,0,0,5,7,3,63,Event,1,0.7897,1
LEAD_5927,Large,Technology,49,10,656,12,2,1,0,1,103,Event,0,0.1124,0
LEAD_5928,Medium,Manufacturing,3,30,1342,5,5,4,1,1,163,Website,1,0.6019,1
LEAD_5929,Medium,Finance,44,13,591,0,0,5,1,3,107,Social Media,1,0.99,1
LEAD_5930,Medium,Education,4,18,221,11,5,2,0,3,143,Referral,0,0.5046,1
LEAD_5931,Small,Manufacturing,21,17,1475,11,0,5,0,0,176,Referral,0,0.2745,0
LEAD_5932,Small,Education,38,20,1691,1,1,1,7,0,160,Event,0,0.01,0
LEAD_5933,Medium,Healthcare,50,19,621,13,3,0,8,3,79,Referral,0,0.7787,1
LEAD_5934,Large,Technology,16,9,1301,4,4,2,4,2,147,Referral,0,0.7882,1
LEAD_5935,Small,Retail,47,16,306,4,3,2,0,1,141,Referral,0,0.2343,0
LEAD_5936,Enterprise,Finance,41,27,964,10,9,4,5,1,35,Social Media,1,0.99,1
LEAD_5937,Enterprise,Retail,25,23,1585,2,2,3,1,3,59,Event,0,0.8205,1
LEAD_5938,Large,Technology,41,7,688,13,8,3,4,1,158,Referral,1,0.7771,1
LEAD_5939,Small,Healthcare,13,3,196,7,0,0,2,0,92,Social Media,1,0.2122,0
LEAD_5940,Medium,Finance,21,27,1618,13,6,5,4,0,135,Referral,0,0.5476,1
LEAD_5941,Large,Education,36,26,1689,1,1,2,0,3,133,Paid Ad,0,0.3803,0
LEAD_5942,Large,Finance,20,21,1232,11,9,3,5,1,173,Website,1,0.6951,1
LEAD_5943,Small,Healthcare,28,5,1322,14,7,1,0,0,118,Referral,0,0.01,0
LEAD_5944,Large,Healthcare,13,18,190,0,0,3,6,0,46,Website,1,0.5962,1
LEAD_5945,Medium,Finance,45,29,85,12,3,5,5,3,148,Social Media,1,0.99,1
LEAD_5946,Small,Retail,1,27,509,0,0,5,2,0,87,Event,0,0.3934,0
LEAD_5947,Small,Manufacturing,12,5,1636,2,2,1,4,3,22,Paid Ad,0,0.3945,0
LEAD_5948,Enterprise,Healthcare,36,5,1674,14,3,2,6,1,53,Paid Ad,1,0.9043,1
LEAD_5949,Small,Finance,8,23,654,9,2,2,1,0,29,Website,0,0.2744,0
LEAD_5950,Small,Healthcare,14,21,930,1,1,5,8,3,173,Social Media,1,0.8314,1
LEAD_5951,Medium,Manufacturing,34,7,312,4,4,4,8,1,126,Paid Ad,1,0.8504,1
LEAD_5952,Small,Retail,14,3,1304,15,1,3,5,3,102,Paid Ad,1,0.792,1
LEAD_5953,Enterprise,Healthcare,25,13,481,14,6,1,7,1,50,Paid Ad,1,0.7667,1
LEAD_5954,Medium,Education,18,1,165,2,2,4,1,0,143,Social Media,0,0.2234,0
LEAD_5955,Enterprise,Technology,22,27,788,11,3,2,1,1,83,Website,0,0.4543,0
LEAD_5956,Enterprise,Retail,27,16,1246,13,8,2,2,3,85,Paid Ad,1,0.642,1
LEAD_5957,Enterprise,Education,9,7,652,8,8,3,2,1,118,Social Media,1,0.4558,0
LEAD_5958,Enterprise,Technology,23,16,91,3,0,4,1,1,78,Paid Ad,1,0.5122,1
LEAD_5959,Enterprise,Healthcare,14,4,344,3,3,5,8,2,29,Event,1,0.9791,1
LEAD_5960,Medium,Technology,1,2,1268,0,0,4,7,3,154,Social Media,1,0.7076,1
LEAD_5961,Large,Retail,34,22,262,0,0,0,3,2,64,Paid Ad,1,0.5436,1
LEAD_5962,Enterprise,Education,13,20,1017,3,3,2,7,0,160,Referral,0,0.5185,1
LEAD_5963,Large,Technology,11,19,275,6,6,4,3,0,48,Social Media,1,0.6726,1
LEAD_5964,Small,Healthcare,37,14,979,7,3,0,0,3,6,Referral,0,0.6917,1
LEAD_5965,Small,Healthcare,38,21,1341,8,8,0,5,3,176,Event,0,0.5637,1
LEAD_5966,Enterprise,Finance,37,25,1667,6,6,4,6,2,28,Paid Ad,1,0.99,1
LEAD_5967,Small,Finance,40,2,907,10,8,1,8,1,29,Website,0,0.8404,1
LEAD_5968,Enterprise,Technology,13,13,1730,11,7,0,5,2,179,Social Media,0,0.4969,0
LEAD_5969,Large,Retail,36,7,730,0,0,3,3,1,52,Social Media,1,0.7391,1
LEAD_5970,Small,Retail,12,14,896,15,1,3,2,2,99,Paid Ad,0,0.8479,1
LEAD_5971,Small,Retail,24,15,1635,9,5,4,0,1,129,Referral,1,0.1333,0
LEAD_5972,Small,Technology,6,30,1242,5,3,5,7,0,39,Website,1,0.6686,1
LEAD_5973,Small,Healthcare,32,6,829,10,2,5,1,1,112,Event,0,0.6438,1
LEAD_5974,Medium,Manufacturing,20,7,1638,10,6,5,8,2,6,Event,1,0.9726,1
LEAD_5975,Enterprise,Technology,22,27,1067,8,3,2,8,0,79,Social Media,1,0.7607,1
LEAD_5976,Medium,Healthcare,14,30,923,15,5,5,8,0,12,Paid Ad,1,0.8645,1
LEAD_5977,Small,Education,10,4,51,5,0,5,7,2,63,Event,1,0.3862,0
LEAD_5978,Enterprise,Manufacturing,46,2,1797,3,3,0,6,2,95,Event,1,0.8026,1
LEAD_5979,Small,Retail,14,26,1566,8,1,5,7,2,8,Social Media,1,0.3458,0
LEAD_5980,Medium,Education,7,4,826,10,2,1,5,1,145,Referral,0,0.4847,0
LEAD_5981,Medium,Healthcare,4,24,86,14,2,5,1,1,27,Event,0,0.4851,0
LEAD_5982,Large,Education,12,16,32,5,0,4,4,2,88,Social Media,1,0.6107,1
LEAD_5983,Small,Healthcare,49,8,1505,7,1,5,6,1,8,Paid Ad,1,0.7033,1
LEAD_5984,Large,Finance,9,24,106,12,10,0,3,2,31,Website,1,0.6948,1
LEAD_5985,Medium,Finance,37,15,1385,8,5,0,2,0,75,Paid Ad,1,0.4896,0
LEAD_5986,Large,Manufacturing,31,18,1337,13,10,3,4,1,157,Event,1,0.7825,1
LEAD_5987,Large,Healthcare,4,20,381,10,4,0,8,1,78,Social Media,1,0.6072,1
LEAD_5988,Large,Manufacturing,41,16,125,10,2,3,3,3,165,Social Media,1,0.8767,1
LEAD_5989,Large,Finance,37,14,524,10,0,1,8,1,175,Website,1,0.6206,1
LEAD_5990,Enterprise,Healthcare,29,14,699,4,4,3,8,1,176,Event,1,0.7168,1
LEAD_5991,Enterprise,Education,28,3,167,9,3,2,3,1,61,Event,1,0.6885,1
LEAD_5992,Large,Education,17,14,1734,14,1,3,4,0,158,Social Media,1,0.3028,0
LEAD_5993,Small,Retail,6,16,1300,13,5,1,2,0,113,Paid Ad,1,0.01,0
LEAD_5994,Enterprise,Education,43,10,1265,12,4,5,6,2,134,Social Media,1,0.6675,1
LEAD_5995,Medium,Technology,44,10,1043,11,8,2,7,0,65,Referral,1,0.9597,1
LEAD_5996,Enterprise,Healthcare,41,7,1776,12,9,5,0,1,96,Referral,1,0.6492,1
LEAD_5997,Large,Technology,27,4,324,10,4,0,1,3,156,Social Media,1,0.4807,0
LEAD_5998,Medium,Healthcare,13,16,120,5,4,0,0,2,44,Referral,0,0.4479,0
LEAD_5999,Medium,Technology,4,30,1633,7,7,2,1,3,45,Event,0,0.8199,1
LEAD_6000,Enterprise,Retail,36,1,1294,12,0,1,0,0,92,Paid Ad,0,0.1208,0
LEAD_6001,Small,Healthcare,29,19,1473,6,2,0,0,1,72,Referral,0,0.5541,1
LEAD_6002,Enterprise,Finance,12,13,176,8,7,3,0,3,153,Referral,1,0.7042,1
LEAD_6003,Small,Manufacturing,15,28,679,6,6,2,1,1,113,Social Media,0,0.4654,0
LEAD_6004,Small,Healthcare,8,17,1622,0,0,4,6,1,122,Website,0,0.3979,0
LEAD_6005,Small,Education,12,4,1616,0,0,5,5,0,150,Referral,0,0.1887,0
LEAD_6006,Enterprise,Education,11,14,863,10,6,4,0,2,38,Event,1,0.7402,1
LEAD_6007,Medium,Retail,31,29,1658,2,2,3,5,1,70,Website,1,0.5793,1
LEAD_6008,Large,Education,5,28,1107,1,1,2,7,0,132,Website,0,0.3981,0
LEAD_6009,Small,Technology,6,25,1605,5,5,2,7,0,170,Social Media,0,0.4837,0
LEAD_6010,Large,Education,47,13,967,1,1,5,2,0,96,Event,0,0.7114,1
LEAD_6011,Enterprise,Manufacturing,49,15,1662,12,1,4,5,3,162,Referral,1,0.99,1
LEAD_6012,Large,Technology,11,25,1610,8,5,0,8,0,130,Referral,1,0.6732,1
LEAD_6013,Large,Finance,36,22,441,2,1,2,1,0,11,Social Media,0,0.4131,0
LEAD_6014,Large,Education,44,3,1446,15,6,2,3,0,169,Referral,1,0.5659,1
LEAD_6015,Small,Healthcare,23,2,1588,6,6,5,6,0,32,Paid Ad,1,0.9446,1
LEAD_6016,Large,Technology,25,24,557,4,2,0,7,1,96,Website,0,0.5107,1
LEAD_6017,Medium,Education,42,5,1229,8,8,2,5,0,50,Social Media,0,0.15,0
LEAD_6018,Large,Education,41,22,1106,9,7,5,0,3,17,Referral,1,0.7756,1
LEAD_6019,Small,Healthcare,26,24,91,3,3,5,4,3,104,Paid Ad,1,0.9054,1
LEAD_6020,Medium,Technology,45,21,119,10,2,0,6,0,4,Paid Ad,1,0.658,1
LEAD_6021,Small,Finance,36,27,935,7,7,5,4,1,83,Website,1,0.501,1
LEAD_6022,Medium,Education,15,10,927,14,0,2,7,1,171,Social Media,1,0.2212,0
LEAD_6023,Small,Education,14,19,1499,6,6,1,8,0,143,Website,0,0.348,0
LEAD_6024,Small,Manufacturing,48,3,1787,8,4,0,3,0,106,Event,0,0.3102,0
LEAD_6025,Medium,Retail,49,5,1392,2,2,4,4,3,62,Website,1,0.9315,1
LEAD_6026,Large,Finance,23,10,1613,12,10,1,3,0,127,Referral,0,0.8012,1
LEAD_6027,Large,Retail,37,28,1624,12,6,0,4,3,156,Referral,1,0.6597,1
LEAD_6028,Enterprise,Retail,42,24,1326,1,1,1,3,1,3,Social Media,1,0.93,1
LEAD_6029,Medium,Manufacturing,26,26,262,10,7,2,4,1,68,Website,0,0.8792,1
LEAD_6030,Large,Retail,45,22,398,5,0,0,0,3,33,Website,1,0.7983,1
LEAD_6031,Enterprise,Healthcare,34,17,1371,15,8,5,8,1,58,Website,1,0.9045,1
LEAD_6032,Medium,Healthcare,14,11,503,13,5,5,4,0,45,Event,1,0.3963,0
LEAD_6033,Enterprise,Technology,32,9,181,13,8,4,1,0,59,Event,1,0.4872,0
LEAD_6034,Small,Manufacturing,49,27,1165,10,5,1,8,1,26,Website,1,0.8072,1
LEAD_6035,Small,Education,38,11,866,2,2,4,8,0,170,Event,1,0.5984,1
LEAD_6036,Medium,Manufacturing,48,24,1008,2,2,2,4,1,145,Paid Ad,1,0.782,1
LEAD_6037,Enterprise,Healthcare,15,12,1299,8,6,2,5,3,92,Website,1,0.99,1
LEAD_6038,Medium,Finance,49,29,1165,15,9,3,0,1,3,Referral,1,0.799,1
LEAD_6039,Small,Technology,43,20,1782,3,3,2,6,1,32,Referral,1,0.9803,1
LEAD_6040,Small,Technology,46,20,1753,1,1,3,2,2,30,Social Media,1,0.9157,1
LEAD_6041,Small,Manufacturing,12,21,1418,2,2,4,0,0,171,Event,0,0.3156,0
LEAD_6042,Medium,Technology,7,5,1782,1,1,3,2,3,4,Website,0,0.9581,1
LEAD_6043,Large,Technology,13,28,380,11,10,0,5,1,8,Event,1,0.9207,1
LEAD_6044,Large,Education,2,25,1745,5,4,1,6,0,79,Event,1,0.7458,1
LEAD_6045,Small,Manufacturing,28,25,1643,1,0,2,5,0,36,Social Media,1,0.5366,1
LEAD_6046,Enterprise,Manufacturing,46,9,652,7,7,5,6,0,10,Event,1,0.859,1
LEAD_6047,Large,Healthcare,11,18,1684,14,9,5,1,2,134,Referral,0,0.5955,1
LEAD_6048,Large,Technology,24,16,1517,3,3,1,1,1,109,Paid Ad,1,0.3919,0
LEAD_6049,Small,Technology,3,2,954,11,1,4,2,0,138,Social Media,0,0.6102,1
LEAD_6050,Enterprise,Manufacturing,11,21,1032,3,3,3,3,2,56,Website,1,0.99,1
LEAD_6051,Medium,Education,24,22,344,13,0,1,4,3,156,Paid Ad,0,0.5957,1
LEAD_6052,Medium,Healthcare,50,24,887,4,3,1,1,3,136,Website,0,0.6215,1
LEAD_6053,Enterprise,Healthcare,16,7,310,8,0,4,3,2,37,Referral,1,0.7469,1
LEAD_6054,Medium,Retail,21,29,1786,13,4,0,8,0,99,Referral,0,0.5864,1
LEAD_6055,Enterprise,Technology,32,17,1331,12,8,4,1,0,175,Referral,1,0.848,1
LEAD_6056,Large,Finance,38,19,1223,1,1,1,6,3,116,Referral,1,0.99,1
LEAD_6057,Medium,Education,22,4,283,5,5,4,3,1,24,Website,1,0.6593,1
LEAD_6058,Small,Retail,5,26,1792,2,0,3,5,0,179,Social Media,0,0.108,0
LEAD_6059,Small,Manufacturing,39,16,644,2,2,2,2,3,59,Website,1,0.8961,1
LEAD_6060,Large,Finance,27,2,1326,4,1,4,1,1,151,Event,0,0.3712,0
LEAD_6061,Small,Technology,44,3,893,14,8,0,7,1,156,Referral,0,0.6091,1
LEAD_6062,Small,Finance,31,25,1427,15,8,2,0,0,102,Social Media,0,0.2009,0
LEAD_6063,Enterprise,Finance,44,25,945,9,8,2,6,0,57,Paid Ad,1,0.8149,1
LEAD_6064,Medium,Healthcare,19,18,985,12,2,0,8,1,20,Social Media,1,0.99,1
LEAD_6065,Large,Manufacturing,46,1,1394,3,2,3,0,1,82,Event,0,0.8657,1
LEAD_6066,Small,Healthcare,38,25,1237,3,3,3,0,1,102,Social Media,1,0.447,0
LEAD_6067,Medium,Finance,44,16,1270,12,1,5,3,2,126,Social Media,0,0.6557,1
LEAD_6068,Medium,Finance,37,10,197,2,1,5,6,3,99,Social Media,1,0.8594,1
LEAD_6069,Small,Manufacturing,20,28,1257,11,1,3,8,0,77,Referral,0,0.5969,1
LEAD_6070,Medium,Retail,29,6,1124,12,6,1,4,2,164,Paid Ad,0,0.6267,1
LEAD_6071,Small,Finance,8,23,1198,9,1,3,4,2,67,Social Media,0,0.6284,1
LEAD_6072,Large,Finance,20,14,931,1,1,2,5,0,71,Website,0,0.917,1
LEAD_6073,Medium,Healthcare,26,28,1209,2,1,0,4,3,164,Referral,1,0.7161,1
LEAD_6074,Small,Manufacturing,9,10,1455,13,7,0,1,3,129,Event,0,0.3031,0
LEAD_6075,Large,Finance,9,3,1123,2,2,3,4,0,89,Paid Ad,1,0.7416,1
LEAD_6076,Large,Education,41,15,905,2,2,0,1,1,85,Social Media,1,0.3058,0
LEAD_6077,Medium,Retail,44,20,866,3,3,5,5,1,86,Social Media,1,0.99,1
LEAD_6078,Small,Finance,28,5,331,14,6,3,2,3,148,Website,0,0.8876,1
LEAD_6079,Medium,Finance,8,15,1231,9,6,1,3,1,176,Website,0,0.4527,0
LEAD_6080,Large,Technology,32,8,166,9,4,5,1,1,7,Event,1,0.9832,1
LEAD_6081,Medium,Healthcare,26,26,1322,12,3,5,2,0,100,Website,1,0.8853,1
LEAD_6082,Enterprise,Finance,26,21,1389,10,1,0,3,1,41,Event,0,0.5824,1
LEAD_6083,Small,Technology,20,17,411,2,2,4,0,3,157,Referral,1,0.808,1
LEAD_6084,Enterprise,Finance,47,25,773,14,4,0,0,0,35,Website,1,0.654,1
LEAD_6085,Small,Technology,39,25,1514,5,5,5,8,0,160,Referral,1,0.6623,1
LEAD_6086,Small,Technology,23,11,79,11,6,4,1,3,180,Event,0,0.3876,0
LEAD_6087,Enterprise,Finance,27,3,470,5,2,0,6,1,137,Referral,1,0.8122,1
LEAD_6088,Small,Retail,16,24,64,0,0,3,1,1,74,Event,1,0.5337,1
LEAD_6089,Medium,Manufacturing,18,10,481,13,6,2,2,0,66,Social Media,1,0.8098,1
LEAD_6090,Small,Finance,16,27,96,14,6,5,5,0,5,Referral,1,0.741,1
LEAD_6091,Large,Technology,31,18,1473,0,0,2,3,0,45,Social Media,0,0.5258,1
LEAD_6092,Small,Manufacturing,36,5,1622,12,4,5,2,2,135,Social Media,1,0.7476,1
LEAD_6093,Enterprise,Finance,39,21,1074,14,7,5,1,2,97,Website,1,0.9531,1
LEAD_6094,Small,Education,15,11,909,15,2,0,5,1,72,Referral,0,0.633,1
LEAD_6095,Large,Finance,32,28,679,12,1,3,1,1,147,Social Media,0,0.3841,0
LEAD_6096,Enterprise,Retail,9,25,980,14,0,2,1,1,83,Social Media,1,0.5273,1
LEAD_6097,Enterprise,Manufacturing,5,29,1247,6,5,3,2,2,106,Social Media,1,0.4846,0
LEAD_6098,Medium,Healthcare,8,30,354,6,6,0,6,1,109,Referral,1,0.2942,0
LEAD_6099,Large,Retail,30,15,510,7,7,3,2,1,73,Referral,1,0.8529,1
LEAD_6100,Enterprise,Retail,48,1,854,8,7,5,5,1,40,Referral,1,0.99,1
LEAD_6101,Medium,Healthcare,2,27,953,6,6,2,2,2,164,Referral,0,0.6537,1
LEAD_6102,Small,Retail,46,30,446,7,7,0,6,3,159,Event,1,0.5587,1
LEAD_6103,Large,Retail,40,18,1012,6,2,0,6,1,144,Website,1,0.5696,1
LEAD_6104,Medium,Healthcare,24,20,1165,14,1,2,2,0,158,Paid Ad,0,0.6645,1
LEAD_6105,Large,Retail,26,13,148,9,5,4,4,2,64,Referral,1,0.7539,1
LEAD_6106,Large,Retail,33,26,1679,8,7,5,1,2,178,Website,1,0.6631,1
LEAD_6107,Large,Healthcare,50,3,1794,7,4,2,3,0,77,Event,1,0.353,0
LEAD_6108,Enterprise,Retail,46,12,1701,14,2,3,2,2,106,Social Media,1,0.99,1
LEAD_6109,Enterprise,Finance,43,26,705,12,10,0,8,0,2,Social Media,0,0.6565,1
LEAD_6110,Small,Technology,20,12,1234,6,4,0,6,0,115,Referral,1,0.2968,0
LEAD_6111,Small,Retail,27,11,1177,4,4,5,4,3,120,Event,0,0.6938,1
LEAD_6112,Large,Education,35,12,147,12,7,5,8,0,66,Social Media,0,0.9796,1
LEAD_6113,Large,Education,23,26,1238,4,4,4,5,0,11,Event,0,0.667,1
LEAD_6114,Medium,Finance,26,13,1002,3,3,1,8,0,13,Website,1,0.5264,1
LEAD_6115,Large,Manufacturing,9,10,250,15,9,2,6,2,48,Paid Ad,1,0.6185,1
LEAD_6116,Medium,Manufacturing,24,6,1414,6,0,5,5,1,2,Paid Ad,1,0.9782,1
LEAD_6117,Small,Manufacturing,32,27,406,10,10,5,4,3,102,Paid Ad,1,0.9693,1
LEAD_6118,Small,Healthcare,34,30,1633,5,5,0,7,0,49,Social Media,0,0.7485,1
LEAD_6119,Enterprise,Healthcare,9,28,473,11,7,4,6,2,149,Paid Ad,1,0.99,1
LEAD_6120,Small,Retail,31,12,1356,14,4,0,3,3,1,Social Media,1,0.7273,1
LEAD_6121,Enterprise,Education,3,5,682,12,2,1,6,2,12,Referral,1,0.672,1
LEAD_6122,Enterprise,Technology,24,16,642,15,0,3,6,3,13,Website,1,0.99,1
LEAD_6123,Small,Technology,43,6,1033,14,6,0,3,3,117,Referral,1,0.99,1
LEAD_6124,Large,Manufacturing,28,11,768,2,2,4,4,2,86,Referral,1,0.9284,1
LEAD_6125,Small,Education,27,15,1101,14,3,4,4,0,20,Event,1,0.7115,1
LEAD_6126,Medium,Manufacturing,18,26,804,9,1,5,1,3,30,Referral,1,0.7544,1
LEAD_6127,Small,Manufacturing,44,12,1060,4,4,4,2,1,134,Website,1,0.6124,1
LEAD_6128,Medium,Education,14,7,1627,5,5,2,1,2,99,Social Media,0,0.4411,0
LEAD_6129,Large,Technology,34,25,1590,3,3,5,7,3,93,Website,1,0.99,1
LEAD_6130,Large,Technology,32,17,477,3,2,3,2,1,51,Paid Ad,1,0.5628,1
LEAD_6131,Medium,Manufacturing,14,14,536,3,3,4,6,0,141,Social Media,0,0.1179,0
LEAD_6132,Medium,Education,14,27,1284,1,0,2,2,1,61,Referral,1,0.3837,0
LEAD_6133,Large,Retail,13,15,548,15,6,1,6,3,18,Paid Ad,0,0.7263,1
LEAD_6134,Small,Manufacturing,47,16,1399,6,6,0,1,3,19,Referral,1,0.5356,1
LEAD_6135,Enterprise,Technology,2,17,1577,15,8,0,3,1,73,Paid Ad,0,0.8185,1
LEAD_6136,Small,Retail,12,17,520,8,7,2,4,0,2,Website,1,0.3272,0
LEAD_6137,Large,Retail,32,6,865,0,0,4,6,0,20,Referral,0,0.7124,1
LEAD_6138,Medium,Manufacturing,50,27,1607,14,0,4,5,1,11,Social Media,0,0.4827,0
LEAD_6139,Small,Education,8,29,1328,9,9,0,0,0,141,Website,0,0.0484,0
LEAD_6140,Medium,Education,27,24,1360,14,6,0,8,0,143,Website,0,0.593,1
LEAD_6141,Small,Education,14,4,1203,6,6,5,8,0,4,Paid Ad,1,0.6214,1
LEAD_6142,Large,Technology,12,7,158,10,10,3,7,0,125,Social Media,1,0.99,1
LEAD_6143,Medium,Manufacturing,32,21,1346,4,4,0,3,0,11,Website,1,0.5624,1
LEAD_6144,Large,Education,4,17,896,6,0,5,3,3,73,Event,0,0.4956,0
LEAD_6145,Enterprise,Manufacturing,13,9,564,1,1,4,8,2,138,Social Media,1,0.8851,1
LEAD_6146,Medium,Technology,37,5,1228,6,1,4,8,1,110,Social Media,1,0.7779,1
LEAD_6147,Large,Education,1,30,1437,3,2,1,6,0,109,Social Media,1,0.3604,0
