date,campaign_id,campaign_name,campaign_type,channel,region,impressions,clicks,conversions,spend,revenue,day_of_week,month,quarter,year,ctr,conversion_rate,cpc,cpa,roas
18/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,58629,1629,54,11104.06,27000,Sunday,February,Q1,2024,2.78,3.31,6.82,205.63,2.43
19/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,72363,2730,123,15075.79,206950.47,Monday,February,Q1,2024,3.77,4.51,5.52,122.57,13.73
20/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,85946,3851,207,17905.5,621570.46,Tuesday,February,Q1,2024,4.48,5.38,4.65,86.5,34.71
21/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,71354,2654,118,14865.6,343888.95,Wednesday,February,Q1,2024,3.72,4.45,5.6,125.98,23.13
22/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,69913,2548,111,14565.36,370100.36,Thursday,February,Q1,2024,3.64,4.36,5.72,131.22,25.41
23/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,67214,2355,99,14003.1,263892.87,Friday,February,Q1,2024,3.5,4.2,5.95,141.45,18.85
24/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,56442,1509,48,10689.8,74606.2,Saturday,February,Q1,2024,2.67,3.18,7.08,222.7,6.98
25/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,88856,3742,189,16828.83,358811.05,Sunday,February,Q1,2024,4.21,5.05,4.5,89.04,21.32
26/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,60977,1938,73,12703.71,168319.98,Monday,February,Q1,2024,3.18,3.77,6.56,174.02,13.25
27/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,72208,2718,122,15043.44,208237.79,Tuesday,February,Q1,2024,3.76,4.49,5.53,123.31,13.84
28/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,51390,1376,44,10706.26,87734.98,Wednesday,February,Q1,2024,2.68,3.2,7.78,243.32,8.19
29/02/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,55252,1591,54,11510.91,146785.97,Thursday,February,Q1,2024,2.88,3.39,7.24,213.16,12.75
01/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,70938,3017,153,14778.81,413504.45,Friday,March,Q1,2024,4.25,5.07,4.9,96.59,27.98
02/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,60865,2019,80,11527.47,231046.16,Saturday,March,Q1,2024,3.32,3.96,5.71,144.09,20.04
03/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,78207,3333,170,14811.99,178860.98,Sunday,March,Q1,2024,4.26,5.1,4.44,87.13,12.08
04/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,57687,1995,82,12018.3,161900.46,Monday,March,Q1,2024,3.46,4.11,6.02,146.56,13.47
05/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,42245,1070,32,8801.1,63005.17,Tuesday,March,Q1,2024,2.53,2.99,8.23,275.03,7.16
06/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,66183,2626,125,13788.27,392452.07,Wednesday,March,Q1,2024,3.97,4.76,5.25,110.31,28.46
07/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,53207,1697,64,11084.95,135114.3,Thursday,March,Q1,2024,3.19,3.77,6.53,173.2,12.19
08/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,64490,2493,115,13435.51,468876.19,Friday,March,Q1,2024,3.87,4.61,5.39,116.83,34.9
09/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,64452,2264,95,12206.99,245681.94,Saturday,March,Q1,2024,3.51,4.2,5.39,128.49,20.13
10/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,49347,1327,42,9346.12,108642.33,Sunday,March,Q1,2024,2.69,3.17,7.04,222.53,11.62
11/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,59811,2144,92,12460.7,205541.22,Monday,March,Q1,2024,3.58,4.29,5.81,135.44,16.5
12/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,77602,3610,201,16167.24,430494.03,Tuesday,March,Q1,2024,4.65,5.57,4.48,80.43,26.63
13/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,62689,2356,106,13060.28,358113.72,Wednesday,March,Q1,2024,3.76,4.5,5.54,123.21,27.42
14/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,57869,2007,83,12056.08,143130.68,Thursday,March,Q1,2024,3.47,4.14,6.01,145.25,11.87
15/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,67788,2755,134,14122.59,392197.99,Friday,March,Q1,2024,4.06,4.86,5.13,105.39,27.77
16/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,66239,2391,103,12545.29,250529.46,Saturday,March,Q1,2024,3.61,4.31,5.25,121.8,19.97
17/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,66228,2390,103,12543.22,354606.26,Sunday,March,Q1,2024,3.61,4.31,5.25,121.78,28.27
18/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,48814,1428,50,10169.71,179996.6,Monday,March,Q1,2024,2.93,3.5,7.12,203.39,17.7
19/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,60420,2188,95,12587.57,340164.83,Tuesday,March,Q1,2024,3.62,4.34,5.75,132.5,27.02
20/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,67439,2726,132,14049.8,157902.26,Wednesday,March,Q1,2024,4.04,4.84,5.15,106.44,11.24
21/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,51052,1562,57,10635.9,107090.81,Thursday,March,Q1,2024,3.06,3.65,6.81,186.59,10.07
22/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,70845,3009,153,14759.49,116453.9,Friday,March,Q1,2024,4.25,5.08,4.91,96.47,7.89
23/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,63326,2185,90,11993.71,168344.06,Saturday,March,Q1,2024,3.45,4.12,5.49,133.26,14.04
24/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,55659,1688,61,10541.58,114935.89,Sunday,March,Q1,2024,3.03,3.61,6.25,172.81,10.9
25/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,67107,2700,130,13980.83,153856.38,Monday,March,Q1,2024,4.02,4.81,5.18,107.54,11
26/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,55861,1871,75,11637.84,238494.8,Tuesday,March,Q1,2024,3.35,4.01,6.22,155.17,20.49
27/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,65023,2535,118,13546.47,244427.24,Wednesday,March,Q1,2024,3.9,4.65,5.34,114.8,18.04
28/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,55818,1868,75,11628.79,215941.05,Thursday,March,Q1,2024,3.35,4.01,6.23,155.05,18.57
29/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,57848,2006,83,12051.87,200279.79,Friday,March,Q1,2024,3.47,4.14,6.01,145.2,16.62
30/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,68963,2592,116,13061.33,295159.8,Saturday,March,Q1,2024,3.76,4.48,5.04,112.6,22.6
31/03/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,67011,2447,107,12691.64,128809.72,Sunday,March,Q1,2024,3.65,4.37,5.19,118.61,10.15
01/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,40900,1003,29,8520.85,72935.3,Monday,April,Q2,2024,2.45,2.89,8.5,293.82,8.56
02/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,48555,1413,49,10115.68,115181.59,Tuesday,April,Q2,2024,2.91,3.47,7.16,206.44,11.39
03/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,66510,2652,126,13856.38,237409.25,Wednesday,April,Q2,2024,3.99,4.75,5.22,109.97,17.13
04/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,57215,1962,80,11919.96,275107.65,Thursday,April,Q2,2024,3.43,4.08,6.08,149,23.08
05/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,53787,1734,67,11205.64,136224.48,Friday,April,Q2,2024,3.22,3.86,6.46,167.25,12.16
06/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,51124,1424,47,9682.76,127717.14,Saturday,April,Q2,2024,2.79,3.3,6.8,206.02,13.19
07/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,53810,1578,55,10191.4,140051.47,Sunday,April,Q2,2024,2.93,3.49,6.46,185.3,13.74
08/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,40670,991,28,8472.94,48638.36,Monday,April,Q2,2024,2.44,2.83,8.55,302.6,5.74
09/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,57485,1981,81,11976.25,209020.64,Tuesday,April,Q2,2024,3.45,4.09,6.05,147.85,17.45
10/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,53132,1692,64,11069.36,45484.31,Wednesday,April,Q2,2024,3.18,3.78,6.54,172.96,4.11
11/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,49909,1493,53,10397.8,80156.2,Thursday,April,Q2,2024,2.99,3.55,6.96,196.18,7.71
12/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,57776,2001,83,12036.73,301663.7,Friday,April,Q2,2024,3.46,4.15,6.02,145.02,25.06
13/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,67715,2499,110,12824.94,343671.23,Saturday,April,Q2,2024,3.69,4.4,5.13,116.59,26.8
14/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,84370,3880,214,15979.31,200569.99,Sunday,April,Q2,2024,4.6,5.52,4.12,74.67,12.55
15/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,45134,1221,39,9403.1,87293.34,Monday,April,Q2,2024,2.71,3.19,7.7,241.11,9.28
16/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,68524,2815,138,14275.88,345326.95,Tuesday,April,Q2,2024,4.11,4.9,5.07,103.45,24.19
17/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,66893,2682,129,13936.08,238953.25,Wednesday,April,Q2,2024,4.01,4.81,5.2,108.03,17.15
18/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,51551,1593,59,10739.82,90365.97,Thursday,April,Q2,2024,3.09,3.7,6.74,182.03,8.41
19/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,60152,2169,93,12531.73,222872.58,Friday,April,Q2,2024,3.61,4.29,5.78,134.75,17.78
20/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,59802,1949,76,11326.21,154871.63,Saturday,April,Q2,2024,3.26,3.9,5.81,149.03,13.67
21/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,65998,2374,102,12499.72,215962.22,Sunday,April,Q2,2024,3.6,4.3,5.27,122.55,17.28
22/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,71586,3072,158,14913.88,267820.57,Monday,April,Q2,2024,4.29,5.14,4.85,94.39,17.96
23/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,63675,2431,111,13265.72,181556.86,Tuesday,April,Q2,2024,3.82,4.57,5.46,119.51,13.69
24/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,62826,2366,106,13088.78,202076.03,Wednesday,April,Q2,2024,3.77,4.48,5.53,123.48,15.44
25/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,54605,1787,70,11376.05,100836.69,Thursday,April,Q2,2024,3.27,3.92,6.37,162.51,8.86
26/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,45378,1234,40,9453.86,59142.49,Friday,April,Q2,2024,2.72,3.24,7.66,236.35,6.26
27/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,62202,2108,85,11780.72,190674.05,Saturday,April,Q2,2024,3.39,4.03,5.59,138.6,16.19
28/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,75831,3134,155,14362.03,184149.39,Sunday,April,Q2,2024,4.13,4.95,4.58,92.66,12.82
29/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,45001,1214,39,9375.22,53499.8,Monday,April,Q2,2024,2.7,3.21,7.72,240.39,5.71
30/04/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,49134,1447,51,10236.36,121636.98,Tuesday,April,Q2,2024,2.95,3.52,7.07,200.71,11.88
01/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,59478,2121,90,12391.33,222685.01,Wednesday,May,Q2,2024,3.57,4.24,5.84,137.68,17.97
02/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,49751,1484,53,10364.84,44104.35,Thursday,May,Q2,2024,2.98,3.57,6.98,195.56,4.26
03/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,51433,1586,58,10715.32,173741.39,Friday,May,Q2,2024,3.08,3.66,6.76,184.75,16.21
04/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,60130,1970,77,11388.29,143078.5,Saturday,May,Q2,2024,3.28,3.91,5.78,147.9,12.56
05/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,51057,1420,47,9669.91,102375.69,Sunday,May,Q2,2024,2.78,3.31,6.81,205.74,10.59
06/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,49843,1489,53,10384.06,62019.89,Monday,May,Q2,2024,2.99,3.56,6.97,195.93,5.97
07/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,64531,2496,115,13444.16,490080.6,Tuesday,May,Q2,2024,3.87,4.61,5.39,116.91,36.45
08/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,46925,1320,44,9776.16,104102.58,Wednesday,May,Q2,2024,2.81,3.33,7.41,222.19,10.65
09/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,44381,1181,37,9246.24,109723.89,Thursday,May,Q2,2024,2.66,3.13,7.83,249.9,11.87
10/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,52856,1675,63,11011.74,134483.6,Friday,May,Q2,2024,3.17,3.76,6.57,174.79,12.21
11/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,71259,2767,128,13496.2,189978.32,Saturday,May,Q2,2024,3.88,4.63,4.88,105.44,14.08
12/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,62313,2116,86,11801.79,174799.89,Sunday,May,Q2,2024,3.4,4.06,5.58,137.23,14.81
13/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,54304,1768,69,11313.53,263755.87,Monday,May,Q2,2024,3.26,3.9,6.4,163.96,23.31
14/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,58761,2070,87,12241.92,211070.78,Tuesday,May,Q2,2024,3.52,4.2,5.91,140.71,17.24
15/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,43087,1113,34,8976.57,123236.97,Wednesday,May,Q2,2024,2.58,3.05,8.07,264.02,13.73
16/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,62704,2357,106,13063.42,167458.15,Thursday,May,Q2,2024,3.76,4.5,5.54,123.24,12.82
17/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,61730,2284,101,12860.44,202810.02,Friday,May,Q2,2024,3.7,4.42,5.63,127.33,15.77
18/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,60267,1979,78,11414.36,166223.43,Saturday,May,Q2,2024,3.28,3.94,5.77,146.34,14.56
19/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,73898,2976,143,13995.96,278468.39,Sunday,May,Q2,2024,4.03,4.81,4.7,97.87,19.9
20/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,48500,1410,49,10104.28,121769.46,Monday,May,Q2,2024,2.91,3.48,7.17,206.21,12.05
21/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,68248,2792,137,14218.48,316794.68,Tuesday,May,Q2,2024,4.09,4.91,5.09,103.78,22.28
22/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,59725,2138,91,12442.82,189759.62,Wednesday,May,Q2,2024,3.58,4.26,5.82,136.73,15.25
23/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,55425,1841,73,11547.08,185407.89,Thursday,May,Q2,2024,3.32,3.97,6.27,158.18,16.06
24/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,58198,2030,85,12124.75,317894.85,Friday,May,Q2,2024,3.49,4.19,5.97,142.64,26.22
25/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,63176,2175,89,11965.33,280364.79,Saturday,May,Q2,2024,3.44,4.09,5.5,134.44,23.43
26/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,75963,3145,156,14386.98,387775.56,Sunday,May,Q2,2024,4.14,4.96,4.57,92.22,26.95
27/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,48945,1436,50,10196.98,180322.4,Monday,May,Q2,2024,2.93,3.48,7.1,203.94,17.68
28/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,51696,1602,59,10770.05,141760.27,Tuesday,May,Q2,2024,3.1,3.68,6.72,182.54,13.16
29/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,67446,2727,132,14051.37,410367.89,Wednesday,May,Q2,2024,4.04,4.84,5.15,106.45,29.2
30/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,53158,1694,64,11074.65,156249.77,Thursday,May,Q2,2024,3.19,3.78,6.54,173.04,14.11
31/05/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,66257,2632,125,13803.71,176617.11,Friday,May,Q2,2024,3.97,4.75,5.24,110.43,12.79
01/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,68491,3008,158,12971.87,570007.4,Saturday,June,Q2,2024,4.39,5.25,4.31,82.1,43.94
02/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,51289,1686,66,9713.86,118691.24,Sunday,June,Q2,2024,3.29,3.91,5.76,147.18,12.22
03/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,54687,2109,97,11393.32,202212.14,Monday,June,Q2,2024,3.86,4.6,5.4,117.46,17.75
04/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,41030,1187,41,8548.02,75978.82,Tuesday,June,Q2,2024,2.89,3.45,7.2,208.49,8.89
05/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,55234,2152,100,11507.08,313130.4,Wednesday,June,Q2,2024,3.9,4.65,5.35,115.07,27.21
06/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,51101,1842,79,10646.06,295991.51,Thursday,June,Q2,2024,3.6,4.29,5.78,134.76,27.8
07/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,53137,1991,89,11070.31,226395.32,Friday,June,Q2,2024,3.75,4.47,5.56,124.39,20.45
08/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,49293,1558,59,9335.87,177197.89,Saturday,June,Q2,2024,3.16,3.79,5.99,158.24,18.98
09/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,40979,1076,33,7761.29,75752.37,Sunday,June,Q2,2024,2.63,3.07,7.21,235.19,9.76
10/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,53362,2008,90,11117.16,221801.47,Monday,June,Q2,2024,3.76,4.48,5.54,123.52,19.95
11/06/2024,CMP_1038,Brand Awareness - Google Ads - North - Q3,Brand Awareness,Google Ads,North,34259,827,23,7137.49,105393.88,Tuesday,June,Q2,2024,2.41,2.78,8.63,310.33,14.77
03/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,33507,805,42,11598.9,96217.76,Wednesday,July,Q3,2024,2.4,5.22,14.41,276.16,8.3
04/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,38768,1078,65,13419.96,82815.27,Thursday,July,Q3,2024,2.78,6.03,12.45,206.46,6.17
05/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,35636,911,51,12335.77,84697,Friday,July,Q3,2024,2.56,5.6,13.54,241.88,6.87
06/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,25787,795,53,14877.3,169579.57,Saturday,July,Q3,2024,3.08,6.67,18.71,280.7,11.4
07/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,23471,658,40,13541.4,54406.79,Sunday,July,Q3,2024,2.8,6.08,20.58,338.54,4.02
08/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,32101,739,37,11111.93,67647.9,Monday,July,Q3,2024,2.3,5.01,15.04,300.32,6.09
09/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,34948,876,48,12097.62,139632.46,Tuesday,July,Q3,2024,2.51,5.48,13.81,252.03,11.54
10/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,34636,860,47,11989.56,85295.5,Wednesday,July,Q3,2024,2.48,5.47,13.94,255.1,7.11
11/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,28220,571,25,9768.73,35255.54,Thursday,July,Q3,2024,2.02,4.38,17.11,390.75,3.61
12/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,30903,685,33,10697.37,99717.08,Friday,July,Q3,2024,2.22,4.82,15.62,324.16,9.32
13/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,19494,454,23,11246.69,78471.44,Saturday,July,Q3,2024,2.33,5.07,24.77,488.99,6.98
14/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,15793,298,12,9111.75,31750.38,Sunday,July,Q3,2024,1.89,4.03,30.58,759.31,3.48
15/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,35033,880,48,12126.82,109243.23,Monday,July,Q3,2024,2.51,5.45,13.78,252.64,9.01
16/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,33793,819,43,11697.7,101750.05,Tuesday,July,Q3,2024,2.42,5.25,14.28,272.04,8.7
17/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,27841,556,24,9637.47,95384.58,Wednesday,July,Q3,2024,2,4.32,17.33,401.56,9.9
18/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,36524,957,55,12642.98,183988.6,Thursday,July,Q3,2024,2.62,5.75,13.21,229.87,14.55
19/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,37826,1026,61,13093.95,170161.36,Friday,July,Q3,2024,2.71,5.95,12.76,214.65,13
20/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,21470,551,31,12386.61,49607.9,Saturday,July,Q3,2024,2.57,5.63,22.48,399.57,4
21/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,20087,482,25,11589.18,65884.38,Sunday,July,Q3,2024,2.4,5.19,24.04,463.57,5.68
22/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,37306,998,58,12913.9,244430.93,Monday,July,Q3,2024,2.68,5.81,12.94,222.65,18.93
23/07/2024,CMP_1039,Lead Generation - LinkedIn - South - Q4,Lead Generation,LinkedIn,South,37677,1018,60,13042.36,115325.24,Tuesday,July,Q3,2024,2.7,5.89,12.81,217.37,8.84
